station_id,division,name,region,type,address,city,state,latitude,longitude,postal_code,About this set
556GD,Veterans Health Administration,Kenosha Clinic,VA Great Lakes Health Care System,Outpatient Clinic,800 55th Street,Kenosha,WI,42.585868,-87.821671,53140,
556GE,Veterans Health Administration,USS Osborne Dental Clinic,VA Great Lakes Health Care System,Outpatient Clinic,3440 Ohio Street,Great Lakes,IL,42.297001,-87.867496,60088,
557GA,Veterans Health Administration,Macon Clinic,VA Southeast Network,Outpatient Clinic,"5398 Thomaston Road, Suite B",Macon,GA,32.833701,-83.737307,31220,
557GB,Veterans Health Administration,Albany Clinic,VA Southeast Network,Outpatient Clinic,526 West Broad Avenue,Albany,GA,31.576686,-84.159813,31701,
557GC,Veterans Health Administration,Perry Outreach Clinic,VA Southeast Network,Outpatient Clinic,2370 S. Houston Lake Road,Kathleen,GA,32.484061,-83.618237,31047,
557GD,Veterans Health Administration,Brunswick,VA Southeast Network,Outpatient Clinic,"1111 Glynco Parkway, Bldg. 2, Suite 200",Brunswick,GA,31.249593,-81.478802,31525,
557GF,Veterans Health Administration,Milledgeville Community Based Outpatient Clinic,VA Southeast Network,Outpatient Clinic,2249 Carl Vinson Hwy,Milledgeville,GA,33.080143,-83.232099,31061,
558GA,Veterans Health Administration,Greenville Clinic CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,800 Moye Blvd,Greenville,NC,35.607884,-77.401357,27858,
561BZ,Veterans Health Administration,"James J. Howard Community Clinic (Brick, NJ)",VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,970 Rt. 70,Brick,NJ,40.07322,-74.127817,8724,
561GA,Veterans Health Administration,Hamilton CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,University Office Plaza - 3635 Quakerbridge Rd,Hamilton,NJ,40.238932,-74.698326,8619,
561GB,Veterans Health Administration,Elizabeth CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,"654 East Jersey Street, Suite 2A",Elizabeth,NJ,40.658868,-74.198152,7206,
561GD,Veterans Health Administration,Hackensack CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,385 Prospect Avenue,Hackensack,NJ,40.895801,-74.052171,7601,
561GE,Veterans Health Administration,Jersey City CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,115 Christopher Columbus Drive,Jersey,NJ,40.719599,-74.043706,7302,
561GF,Veterans Health Administration,Piscataway CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,"14 WILLS WAY, BUILDING 4",Piscataway,NJ,40.552812,-74.476689,8854,
561GG,Veterans Health Administration,Newark CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,20 Washington Place,Newark,NJ,40.7425501,-74.1703075,7102,
561GH,Veterans Health Administration,Morristown CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,340 West Hanover Ave,Morristown,NJ,40.831329,-74.507311,7960,
561GI,Veterans Health Administration,Tinton Falls Community Based Outpatient Clinic,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,"The Atrium, 55 North Gilbert St, Building 4, 1st floor, Suite 4101",Tinton Falls,NJ,40.3097,-74.0391,7701,
561GJ,Veterans Health Administration,Paterson CBOC,VA NY/NJ Veterans Healthcare Network,Outpatient Clinic,"275 Getty Avenue, St.  Joseph&apos;s Hospital &amp; Medical Center",Paterson,NJ,40.89759,-74.158982,7503,
562GA,Veterans Health Administration,Crawford County Primary Care Clinic,VA Healthcare - 4,Outpatient Clinic,16954 Conneaut Lake Road,Meadville,PA,41.623011,-80.160872,16335,
562GB,Veterans Health Administration,Ashtabula County VA Clinic,VA Healthcare - 4,Outpatient Clinic,1230 Lake Avenue,Ashtabula,OH,41.888349,-80.804704,44004,
562GC,Veterans Health Administration,McKean County Primary Care Clinic,VA Healthcare - 4,Outpatient Clinic,23 Kennedy Street,Bradford,PA,41.956723,-78.647456,16701,
562GE,Veterans Health Administration,Warren CBOC,VA Healthcare - 4,Outpatient Clinic,3 Farm Colony Dr,Warren,PA,41.905867,-79.15114,16365,
564BY,Veterans Health Administration,Gene Taylor CBOC,South Central VA Health Care Network,Outpatient Clinic,600 N Main,Mt Vernon,MO,37.111548,-93.818774,65712,
564GA,Veterans Health Administration,Harrison OPC,South Central VA Health Care Network,Outpatient Clinic,707 N Main St,Harrison,AR,36.2421,-93.0991,72601,
564GB,Veterans Health Administration,Ft Smith OPC,South Central VA Health Care Network,Outpatient Clinic,1500 Dodson Ave            Sparks Medical Plaza,Ft Smith,AR,35.372353,-94.417705,72917,
564GE,Veterans Health Administration,Jay CBOC,South Central VA Health Care Network,Outpatient Clinic,1569 N. Main St.,Jay,OK,36.4149986,-94.8116339,74346,
565 GE,Veterans Health Administration,Robeson County CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,139 Three Hunts Drive,Pembroke,NC,34.6475155,-79.1704569,28372,
565GA,Veterans Health Administration,Jacksonville CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,241 Freedom Way Way Suite 1,Midway Park,NC,34.730851,-77.348038,28544,
565GC,Veterans Health Administration,Wilmington HCC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,1705 Gardner Road,Wilmington,NC,34.276184,-77.912297,28405,
565GD,Veterans Health Administration,Hamlet CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,100 Jefferson Street,Hamlet,NC,34.885776,-79.702228,28345,
565GF,Veterans Health Administration,Goldsboro Community Based Outpatient Clinic,VA Mid-Atlantic Health Care Network,Outpatient Clinic,2610 Hospital Road,Goldsboro,NC,35.403606,-77.953992,27534,
567GC,Veterans Health Administration,Alamosa /San Luis Valley Clinic/Sierra Blanca Med. Ctr.,Rocky Mountain Network,Outpatient Clinic,622 Del Sol Drive,Alamosa,CO,37.482845,-105.902539,81101,
568FM,Veterans Health Administration,Isabel Community Based Outpatient Clinic,VA Midwest Health Care Network,Outpatient Clinic,Prairie Community Health - 8000 Highway 212,Eagle Butte,SD,45.059477,-100.855494,57625,
568GA,Veterans Health Administration,Rapid City VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,3625 5th Street,Rapid City,SD,44.049793,-103.224142,57701,
568GB,Veterans Health Administration,Pierre VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,"Linn Medical Clinic, 1601 North Harrison, Suite 6",Pierre,SD,44.377535,-100.318302,57501,
568HA,Veterans Health Administration,Newcastle VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,1124 Washington Blvd.,Newcastle,WY,43.848596,-104.189681,57555,
568HB,Veterans Health Administration,Gordon VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,300 East 8th Street,Gordon,NE,42.811974,-102.200198,69343,
568HF,Veterans Health Administration,Pine Ridge VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,Next to Dialysis Building across from IHS Hospital,Pine Ridge,SD,43.2503,-102.69,57770,
568HH,Veterans Health Administration,Scottsbluff CBOC,VA Midwest Health Care Network,Outpatient Clinic,1720 E Portal Place,Scottsbluff,NE,41.864342,-103.638435,69361,
568HK,Veterans Health Administration,McLaughlin VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,"Veterans Industries, Sales Barn Rd, P.O. Box 519",McLaughlin,SD,45.7169,-100.969,57642,
568HM,Veterans Health Administration,Eagle Butte VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,Prairie Community Health --8000 Highway 212,Eagle Butte,SD,45.059477,-100.855494,57625,
568HM,Veterans Health Administration,Faith VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,Prairie Community Health - 8000 Highway 212,Eagle Butte,SD,45.059477,-100.855494,57625,
568HP,Veterans Health Administration,Winner VA Clinic,VA Midwest Health Care Network,Outpatient Clinic,1436 East 10th Street,Winner,SD,43.369087,-99.839003,57580,
568HS,Veterans Health Administration,Mission CBOC,VA Midwest Health Care Network,Outpatient Clinic,"Horizon Health Care, Inc. 153 Main Street",Mission,SD,43.2278,-100.5184,57555,
570GA,Veterans Health Administration,Merced Community-Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,340 E Yosemite Ave,Merced,CA,37.366748,-120.576855,95340,
570GC,Veterans Health Administration,Oakhurst Community-Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,40597 Westlake Drive,Oakhurst,CA,37.338526,-119.66932,93644,
573BY,Veterans Health Administration,Jacksonville OPC,VA Sunshine Healthcare Network,Outpatient Clinic,1536 N Jefferson St,Jacksonville,FL,30.344911,-81.662763,32209,
573BY,Veterans Health Administration,Southpoint Clinic,VA Sunshine Healthcare Network,Outpatient Clinic,6900 Southpoint Dr North,Jacksonville,FL,30.255129,-81.587965,32209,
573GA,Veterans Health Administration,Valdosta CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,2841 N. Patterson Street,Valdosta,GA,30.868452,-83.289918,31602,
573GD,Veterans Health Administration,Ocala CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,1515 Silver Springs Blvd.,Ocala,FL,29.186398,-82.152898,34470,
573GE,Veterans Health Administration,Saint Augustine CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,"1955 U.S. 1 South, Suite 200",St. Augustine,FL,29.865237,-81.326562,32086,
573GF,Veterans Health Administration,Tallahassee OPC,VA Sunshine Healthcare Network,Outpatient Clinic,1607 St James Ct,Tallahassee,FL,30.456516,-84.2403058,32308,
573GG,Veterans Health Administration,Lecanto CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,"2804 W. Marc Knighton Ct., Suite A",Lecanto,FL,28.905553,-82.480291,34461,
573GI,Veterans Health Administration,The Villages OPC,VA Sunshine Healthcare Network,Outpatient Clinic,8900 SE 165th Mulberry Ln.,The Villages,FL,28.990124,-82.0047,32162,
573GK,Veterans Health Administration,Marianna CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,4970 Highway 90,Marianna,FL,30.7475,-85.1818,32446,
573GL,Veterans Health Administration,Palatka CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,"400 North State Road 19, Suite 48",Palatka,FL,29.654195,-81.672363,32177,
575GA,Veterans Health Administration,Montrose Outpatient Clinic,Rocky Mountain Network,Outpatient Clinic,4 Hillcrest Plaza Way,Montrose,CO,38.488265,-107.858833,81401,
575GB,Veterans Health Administration,Craig CBOC,Rocky Mountain Network,Outpatient Clinic,551 Tucker Street,Craig,CO,40.5153776,-107.5448461,81625,
578GA,Veterans Health Administration,Joliet Clinic,VA Great Lakes Health Care System,Outpatient Clinic,1201 Eagle St,Joliet,IL,41.535182,-88.052073,60432,
578GD,Veterans Health Administration,Aurora Clinic,VA Great Lakes Health Care System,Outpatient Clinic,161 South Lincolnway,North Aurora,IL,41.799928,-88.324291,60542,
578GG,Veterans Health Administration,Oak Lawn Clinic,VA Great Lakes Health Care System,Outpatient Clinic,10201 S. Cicero,Oak Lawn,IL,41.707356,-87.739444,60453,
580BZ,Veterans Health Administration,Charles Wilson VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,2206 North John Redditt Drive,Lufkin,TX,31.3532875,-94.7649655,75904,
580GE,Veterans Health Administration,Katy VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,750 Westgreen Blvd,Katy,TX,29.777172,-95.735906,77450,
580GF,Veterans Health Administration,Lake Jackson VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,208 Oak Drive South,Lake Jackson,TX,29.031858,-95.453682,77566,
580GH,Veterans Health Administration,Tomball VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,1200 Main Street,Tomball,TX,30.099653,-95.601468,77375,
581GA,Veterans Health Administration,"Prestonsburg, Kentucky CBOC",VA Mid South Healthcare Network,Outpatient Clinic,5230 KY RT 321,Prestonsburg,KY,37.705332,-82.770323,41653,
581GB,Veterans Health Administration,"Charleston, West Virginia CBOC",VA Mid South Healthcare Network,Outpatient Clinic,104 Alex Ln,Charleston,WV,38.306073,-81.563418,25304,
583GA,Veterans Health Administration,Terre Haute VA Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,110 W Honeycreek Pkwy,Terre Haute,IN,39.42459,-87.417749,47802,
583GB,Veterans Health Administration,Bloomington VA Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,455 South Landmark Avenue,Bloomington,IN,39.161931,-86.555689,47403,
583GC,Veterans Health Administration,Martinsville CBOC,Veterans In Partnership,Outpatient Clinic,2200 John R. Wooden Drive,Martinsville,IN,39.424493,-86.405814,46151,
585GA,Veterans Health Administration,Hancock Clinic,VA Great Lakes Health Care System,Outpatient Clinic,787 Market Street,Hancock,MI,47.130971,-88.591487,49930,
585GB,Veterans Health Administration,Rhinelander Clinic,VA Great Lakes Health Care System,Outpatient Clinic,639 West Kemp Street,Rhinelander,WI,45.6461,-89.4004,54501,
585GC,Veterans Health Administration,Menominee Clinic,VA Great Lakes Health Care System,Outpatient Clinic,"1110 10th Avenue, Suite 101",Menominee,MI,45.107977,-87.616671,49858,
585GD,Veterans Health Administration,Ironwood Clinic,VA Great Lakes Health Care System,Outpatient Clinic,629 W. Cloverland Dr. Suite 1,Ironwood,MI,46.463316,-90.183737,49938,
585HA,Veterans Health Administration,Marquette Clinic,VA Great Lakes Health Care System,Outpatient Clinic,1414 W. Fair Ave Suite 285,Marquette,MI,46.556822,-87.416014,49855,
585HB,Veterans Health Administration,Sault Ste. Marie Clinic,VA Great Lakes Health Care System,Outpatient Clinic,509 Osborn Blvd. Suite 306,Sault Ste. Marie,MI,46.4984,-84.34949,49783,
586GA,Veterans Health Administration,Kosciusko CBOC,South Central VA Health Care Network,Outpatient Clinic,332 Hwy 12W,Kosciusko,MS,33.053832,-89.615953,39090,
586GB,Veterans Health Administration,Meridian CBOC,South Central VA Health Care Network,Outpatient Clinic,2103 13th St,Meridian,MS,32.369716,-88.699519,39301,
586GC,Veterans Health Administration,Greenville CBOC,South Central VA Health Care Network,Outpatient Clinic,1502 S Colorado St,Greenville,MS,33.376957,-91.02987,38703,
586GD,Veterans Health Administration,Hattiesburg CBOC,South Central VA Health Care Network,Outpatient Clinic,231 Methodist Blvd,Hattiesburg,MS,31.327465,-89.368688,39401,
586GE,Veterans Health Administration,Natchez CBOC,South Central VA Health Care Network,Outpatient Clinic,"105 Northgate Drive, Suite 2",Natchez,MS,33.4875519,-88.8241561,39120,
586GF,Veterans Health Administration,Columbus Clinic,South Central VA Health Care Network,Outpatient Clinic,824 Alabama St,Columbus,MS,33.493163,-88.365753,39702,
586GG,Veterans Health Administration,McComb,South Central VA Health Care Network,Outpatient Clinic,1308 Harrison Ave,McComb,MS,31.249686,-90.46808,39648,
589a4,Veterans Health Administration,Kirksville VA CBOC/North East Missouri Health Council,VA Heartland Network,Outpatient Clinic,1510 North Crown Drive,Kirksville,MO,40.185977,-92.57171,63501,
589A7,Veterans Health Administration,Hays Clinic,VA Heartland Network,Outpatient Clinic,207-B East Seventh,Hays,KS,38.869138,-99.330096,67601,
589G1,Veterans Health Administration,Warrensburg Clinic,VA Heartland Network,Outpatient Clinic,1300 Veterans Drive,Warrensburg,MO,38.780849,-93.705264,64093,
589G2,Veterans Health Administration,Ft. Dodge Clinic,VA Heartland Network,Outpatient Clinic,300 Custer,Ft. Dodge,KS,37.7445,-100.0284,67801,
589G3,Veterans Health Administration,Liberal Clinic,VA Heartland Network,Outpatient Clinic,"2 Rock Island Road, Suite 200",Liberal,KS,37.038993,-100.922095,67901,
589G5,Veterans Health Administration,Parsons Clinic,VA Heartland Network,Outpatient Clinic,1907 Harding Dr.,Parsons,KS,37.3831,-95.2308,67357,
589G8,Veterans Health Administration,Jefferson City VA CBOC,VA Heartland Network,Outpatient Clinic,2707 W Edgewood Dr,Jefferson City,MO,38.572096,-92.223688,65109,
589GC,Veterans Health Administration,Louisburg-Paola Clinic,VA Heartland Network,Outpatient Clinic,510 South Hospital Drive,Paola,KS,38.5655,-94.8636,66071,
589GD,Veterans Health Administration,Nevada Clinic,VA Heartland Network,Outpatient Clinic,322 South Prewitt,Nevada,MO,37.843,-94.3469,64772,
589gf,Veterans Health Administration,Fort Leonard Wood CBOC,VA Heartland Network,Outpatient Clinic,700 GW Lane Street,Waynesville,MO,37.766376,-92.11631,65583,
589GH,Veterans Health Administration,Lake of the Ozarks CBOC,VA Heartland Network,Outpatient Clinic,940 Executive Drive,Osage Beach,MO,38.009644,-92.743385,65065,
589GI,Veterans Health Administration,St. Joseph Clinic,VA Heartland Network,Outpatient Clinic,3302 S. Belt Hwy Suite P,ST.JOSEPH,MO,39.793794,-94.811719,64506,
589GJ,Veterans Health Administration,Wyandotte CBOC,VA Heartland Network,Outpatient Clinic,"21 N 12th Street, Bethany Medical Building, Suite 110",Kansas City,KS,39.103342,-94.639921,66102,
589GM,Veterans Health Administration,Chanute - Neosho Memorial Medical Center,VA Heartland Network,Outpatient Clinic,629 South Plummer,Chanute,KS,37.675227,-95.471067,66720,
589GN,Veterans Health Administration,Emporia CBOC,VA Heartland Network,Outpatient Clinic,"919 W. 12th Avenue, Suite D",Emporia,KS,38.412319,-96.194067,66801,
589GP,Veterans Health Administration,Garnett - Anderson County Hospital,VA Heartland Network,Outpatient Clinic,421 South Maple,Garnett,KS,38.280681,-95.249459,66032,
589GR,Veterans Health Administration,Junction City,VA Heartland Network,Outpatient Clinic,715 Southwind Drive,Junction City,KS,39.0161,-96.8646,66441,
589GT,Veterans Health Administration,Nemaha Valley Community Hospital (Seneca),VA Heartland Network,Outpatient Clinic,1600 Community Drive,Seneca,KS,39.837883,-96.078247,66538,
589GU,Veterans Health Administration,Lawrence,VA Heartland Network,Outpatient Clinic,2200 Harvard Road,Lawrence,KS,38.96442,-95.261823,66049,
589GV,Veterans Health Administration,Ft Scott CBOC,VA Heartland Network,Outpatient Clinic,902 Horton Street,Ft. Scott,KS,37.830354,-94.713761,66701,
589GW,Veterans Health Administration,Salina Clinic,VA Heartland Network,Outpatient Clinic,"1410 E. Iron, Suite 1",Salina,KS,38.840278,-97.58962,67401,
589GX,Veterans Health Administration,Mexico VA CBOC / Missouri Veterans Home,VA Heartland Network,Outpatient Clinic,One Veterans Drive,Mexico,MO,39.182989,-91.877662,65265,
589GY,Veterans Health Administration,St. James VA Clinic / Missouri Veterans Home,VA Heartland Network,Outpatient Clinic,620 N. Jefferson,St. James,MO,38.003431,-91.617959,65559,
589JA,Veterans Health Administration,Sedalia VA Clinic,VA Heartland Network,Outpatient Clinic,3320 West 10th Street,Sedalia,MO,38.703997,-93.271418,65301,
589JB,Veterans Health Administration,Excelsior Springs MO CBOC,VA Heartland Network,Outpatient Clinic,197 McCleary Rd,Excelsior Springs,MO,39.340308,-94.263085,64024,
593GD,Veterans Health Administration,Northwest Primary Care Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,3968 N Rancho Dr,Las Vegas,NV,36.2309269,-115.2231514,89130,
593GE,Veterans Health Administration,Southeast Primary Care Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,1020 S Boulder,Henderson,NV,36.0191085,-114.9570999,89015,
593GF,Veterans Health Administration,Southwest Primary Care Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,7235 South Buffalo Drive,Las Vegas,NV,36.056067,-115.261091,89113,
593GG,Veterans Health Administration,Northeast Primary Care Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,4461 E Charleston Blvd,Las Vegas,NV,36.1588746,-115.0773616,89104,
595GA,Veterans Health Administration,Camp Hill VA Outpatient Clinic  (595GA),VA Healthcare - 4,Outpatient Clinic,25 N. 32nd Street,Camp Hill,PA,40.240801,-76.934558,17011,
595GB,Veterans Health Administration,Frackville VA Outpatient Clinic (595GB),VA Healthcare - 4,Outpatient Clinic,10 East Spruce Street,Frackville,PA,40.77841,-76.227053,17931,
595GC,Veterans Health Administration,Lancaster VA Outpatient Clinic (595GC),VA Healthcare - 4,Outpatient Clinic,"1861 Charter Lane, Green Field Corporate Center, Suite 118",Lancaster,PA,40.052384,-76.251581,17601,
595GD,Veterans Health Administration,Reading VA Outpatient Clinic  (595GD),VA Healthcare - 4,Outpatient Clinic,145 N. 6th Street,Reading,PA,40.338106,-75.925793,19610,
595GF,Veterans Health Administration,Pottsville VA Outpatient Clinic (595GF),VA Healthcare - 4,Outpatient Clinic,"700 East Schuylkill Manor Road, Suite 6",Pottsville,PA,40.695591,-76.1852,17901,
596GA,Veterans Health Administration,"Somerset, Kentucky CBOC",VA Mid South Healthcare Network,Outpatient Clinic,163 Tower Circle,Somerset,KY,37.082229,-84.62665,42503,
596GB,Veterans Health Administration,Morehead CBOC,VA Mid South Healthcare Network,Outpatient Clinic,333 Beacon Hill Rd,Morehead,KY,38.142455,-83.336792,40351,
596GD,Veterans Health Administration,"Berea, Kentucky CBOC",VA Mid South Healthcare Network,Outpatient Clinic,209 Pauline Drive,Berea,KY,37.598355,-84.322769,40403,
598GA,Veterans Health Administration,Mountain Home CBOC,South Central VA Health Care Network,Outpatient Clinic,# 10 Medical Plaza      405 Buttercup Dr,Mountain Home,AR,36.341969,-92.391678,72653,
598GB,Veterans Health Administration,El Dorado CBOC,South Central VA Health Care Network,Outpatient Clinic,460 W Oak St,El Dorado,AR,33.2199,-92.6389,71730,
598GC,Veterans Health Administration,Hot Springs CBOC,South Central VA Health Care Network,Outpatient Clinic,177 Sawtooth Oak St,Hot Springs,AR,34.4669,-93.141682,71901,
598GD,Veterans Health Administration,Mena CBOC,South Central VA Health Care Network,Outpatient Clinic,1706 Hwy 71 N,Mena,AR,34.643376,-94.198322,71953,
598GG,Veterans Health Administration,Conway CBOC,South Central VA Health Care Network,Outpatient Clinic,1520 East Dave Ward Drive,Conway,AR,,,72032,
598GH,Veterans Health Administration,Russellville CBOC,South Central VA Health Care Network,Outpatient Clinic,3106 West 2nd CT,Russellville,AR,35.2847511,-93.1652713,72801,
600GA,Veterans Health Administration,Anaheim,Desert Pacific Healthcare Network,Outpatient Clinic,2569 W Woodland Dr,Anaheim,CA,33.849991,-117.975009,92801,
600GB,Veterans Health Administration,Santa Ana,Desert Pacific Healthcare Network,Outpatient Clinic,1506 Brookhollow Dr,Santa Ana,CA,33.710691,-117.885574,92705,
600GC,Veterans Health Administration,Villages At Cabrillo,Desert Pacific Healthcare Network,Outpatient Clinic,"2001 River Ave, Bldg 28",Long Beach,CA,33.791769,-118.222351,90806,
600gd,Veterans Health Administration,Whittier/Santa Fe Springs Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,10210 Orr &amp; Day Rd,Santa Fe Springs,CA,33.944155,-118.090351,90670,
600GE,Veterans Health Administration,Laguna Hills,Desert Pacific Healthcare Network,Outpatient Clinic,25292 McIntyre Road,Laguna Hills,CA,33.594869,-117.67907,92653,
603GA,Veterans Health Administration,"VA Healthcare Center, Ft. Knox Kentucky",VA Mid South Healthcare Network,Outpatient Clinic,851 Ireland Loop,Ft Knox,KY,37.9041761,-85.9402768,40121,
603GB,Veterans Health Administration,"VA Healthcare Center, New Albany Indiana",VA Mid South Healthcare Network,Outpatient Clinic,811 Northgate Blvd,New Albany,IN,38.332917,-85.817778,47150,
603GC,Veterans Health Administration,"VA Healthcare Center, Shively Kentucky CBOC",VA Mid South Healthcare Network,Outpatient Clinic,"3934 North Dixie Highway, Suite 210",Louisville,KY,38.194024,-85.806986,40216,
603GD,Veterans Health Administration,"VA Healthcare Center, Dupont Kentucky CBOC",VA Mid South Healthcare Network,Outpatient Clinic,4010 Dupont Circle,Louisville,KY,38.233283,-85.630662,40207,
603GE,Veterans Health Administration,"VA Healthcare Center, Newburg Kentucky",VA Mid South Healthcare Network,Outpatient Clinic,3430 Newburg Road,Louisville,KY,38.196854,-85.681218,40218,
603GE,Veterans Health Administration,"Standiford Field, Kentucky OPC",VA Mid South Healthcare Network,Outpatient Clinic,1101 Grade Ln,Louisville,KY,38.1712753,-85.7211034,40213,
603GF,Veterans Health Administration,"VA Healthcare Center, Grayson",VA Mid South Healthcare Network,Outpatient Clinic,619 W. Main Street,Clarkson,KY,37.4145,-86.1637,42726,
603GG,Veterans Health Administration,"VA Healthcare Center, Scott County",VA Mid South Healthcare Network,Outpatient Clinic,1467 N Scott Valley Drive,Scottsburg,IN,38.686,-85.8017,47170,
603GH,Veterans Health Administration,"VA Healthcare Center, Carrollton",VA Mid South Healthcare Network,Outpatient Clinic,1911 US Highway 227,Carrollton,KY,38.663,-85.140275,41008,
605GA,Veterans Health Administration,Victorville,Desert Pacific Healthcare Network,Outpatient Clinic,"12138 Industrial Boulevard, Suite 120",Victorville,CA,34.472083,-117.283056,92395,
605GB,Veterans Health Administration,Murrieta,Desert Pacific Healthcare Network,Outpatient Clinic,"28078 Baxter Rd., Suite 540",Murrieta,CA,33.614845,-117.169106,92563,
605GC,Veterans Health Administration,Palm Desert,Desert Pacific Healthcare Network,Outpatient Clinic,"41-990 Cook St, Bldg F Ste 1004",Palm Desert,CA,33.758007,-116.356214,92211,
605GD,Veterans Health Administration,Corona,Desert Pacific Healthcare Network,Outpatient Clinic,800 Magnolia Avenue #101,Corona,CA,33.859807,-117.552454,92879,
605GE,Veterans Health Administration,Rancho Cucamonga,Desert Pacific Healthcare Network,Outpatient Clinic,"8599 Haven Ave., Suite 102",Rancho Cucamonga,CA,34.097288,-117.574798,91730,
607AA,Veterans Health Administration,Madison Central Clinic,VA Great Lakes Health Care System,Outpatient Clinic,2500 Overlook Terrace,Madison,WI,43.073998,-89.428907,53705,
607AB,Veterans Health Administration,Madison West Annex Clinic,VA Great Lakes Health Care System,Outpatient Clinic,1 Science Court,Madison,WI,43.059191,-89.467269,53711,
607GC,Veterans Health Administration,Janesville Clinic,VA Great Lakes Health Care System,Outpatient Clinic,2419 Morse Street,Janesville,WI,42.72226,-88.994419,53545,
607GD,Veterans Health Administration,Baraboo Clinic,VA Great Lakes Health Care System,Outpatient Clinic,1670 South Blvd,Baraboo,WI,43.459976,-89.767347,53913,
607GE,Veterans Health Administration,Beaver Dam Clinic,VA Great Lakes Health Care System,Outpatient Clinic,"215 Corporate Drive, Suite B",Beaver Dam,WI,43.47979,-88.811478,53916,
607GF,Veterans Health Administration,Freeport Clinic,VA Great Lakes Health Care System,Outpatient Clinic,1301 Kiwanis Dr.,Freeport,IL,42.285969,-89.670479,61032,
607HA,Veterans Health Administration,Rockford Clinic,VA Great Lakes Health Care System,Outpatient Clinic,816 Featherstone Road,Rockford,IL,42.278107,-88.998395,61107,
608GA,Veterans Health Administration,Portsmouth Outpatient Clinic,VA New England Healthcare System,Outpatient Clinic,Pease International Tradeport 302 Newmarket Street,Portsmouth,NH,43.087398,-70.816069,3803,
608GC,Veterans Health Administration,Somersworth Outpatient Clinic,VA New England Healthcare System,Outpatient Clinic,200 Route 108,Somersworth,NH,43.242624,-70.898509,3878,
608GD,Veterans Health Administration,Conway Outpatient Clinic,VA New England Healthcare System,Outpatient Clinic,71 Hobbs Street,Conway,NH,43.974999,-71.12951,3818,
608HA,Veterans Health Administration,Tilton Outpatient Clinic,VA New England Healthcare System,Outpatient Clinic,"630 West Main Street, Suite 400",Tilton,NH,43.4472,-71.6196,3276,
610A4,Veterans Health Administration,South Bend VA Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,333 W. Western Ave,South Bend,IN,41.67231,-86.253943,46601,
610A4,Veterans Health Administration,Goshen VA Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,2014 Lincolnway East Suite #3,Goshen,IN,41.56165,-85.796852,46526,
610GD,Veterans Health Administration,Peru Community Based Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,750 N Broadway,Peru,IN,40.76817,-86.078398,46970,
612A,Veterans Health Administration,Yreka,Sierra Pacific Network,Outpatient Clinic,101 E Oberlin Rd,Yreka,CA,41.7161016,-122.6387971,96097,
